id	altmetric_id	authors	journal	type	doi	altmetric_score	date	pubyear	pubmonth	males	females	unknown	propmales	propfemales	propunknown	numauthors	firstgender	firstgenderprob	lastgender	lastgenderprob	authors_format	cleaned_authors
1459006	2323354	['Schwarz, Ute I', 'Kim, Richard B', 'Tirona, Rommel G']	New England Journal of Medicine	article	10.1056/nejmc1402521	3.35	2014-05-01T00:00:00+00:00	2014	5	2	1	0	0.666666666666667	0.333333333333333	0	3	female	0.97	male	0.99	lastfirst	Schwarz Ute, Kim Richard, Tirona Rommel
1462723	747431	['Richard A. Friedman', 'Friedman, Richard A.']	New England Journal of Medicine	article	10.1056/nejmp1201794	157.088	2012-05-17T00:00:00+00:00	2012	5	1	0	0	1	0	0	1	male	0.99	male	0.99	firstlast	Richard Friedman
1464198	4896416	['Kumar, Hari K V S']	New England Journal of Medicine	article	10.1056/nejmc1510995#sa2	0.5	2015-12-19T22:03:26+00:00	2015	12	1	0	0	1	0	0	1	male	0.99	male	0.99	firstlast	Kumar Hari S
1469735	9284286	['Volkow, Nora D', 'McLellan, A Thomas']	New England Journal of Medicine	article	10.1056/nejmc1605652	0.5	2016-07-07T00:00:00+00:00	2016	7	1	1	0	0.5	0.5	0	2	female	0.97	male	0.99	lastfirst	Volkow Nora, McLellan Thomas
1473665	1603409	['Anne E. Becker', 'Arthur Kleinman', 'Becker AE', 'Kleinman A', 'Becker, Anne E.', 'Kleinman, Arthur']	New England Journal of Medicine	article	10.1056/nejmra1110827	116.188	2013-07-04T00:00:00+00:00	2013	7	1	1	0	0.5	0.5	0	2	female	0.97	male	0.99	firstlast	Anne Becker, Arthur Kleinman
1474582	1323740	['Tolwani A']	New England Journal of Medicine	article	10.1056/nejmc1301071	8.85	2013-03-21T00:00:00+00:00	2013	3	0	0	1	0	0	1	1					nofirstname	Tolwani A
1475883	378213	['Arjen M. Dondorp', 'Rick M. Fairhurst', 'Laurence Slutsker', 'John R. MacArthur', 'Joel G. Breman M.D.', 'Philippe J. Guerin', 'Thomas E. Wellems', 'Pascal Ringwald', 'Robert D. Newman', 'Christopher V. Plowe', 'Joel G. Breman', 'Dondorp AM', 'Fairhurst RM', 'Slutsker L', 'Macarthur JR', 'M D JG', 'Guerin PJ', 'Wellems TE', 'Ringwald P', 'Newman RD', 'Plowe CV', 'Dondorp, Arjen M.', 'Fairhurst, Rick M.', 'Slutsker, Laurence', 'MacArthur, John R.', 'M.D., Joel G. Breman', 'Guerin, Philippe J.', 'Wellems, Thomas E.', 'Ringwald, Pascal', 'Newman, Robert D.', 'Plowe, Christopher V.']	New England Journal of Medicine	article	10.1056/nejmp1108322	45.756	2011-09-22T00:00:00+00:00	2011	9	9	1	1	0.818181818181818	0.0909090909090909	0.0909090909090909	11			male	0.99	firstlast	Macarthur J, Arjen Dondorp, Rick Fairhurst, Laurence Slutsker, John MacArthur, Joel Breman, Philippe Guerin, Thomas Wellems, Pascal Ringwald, Robert Newman, Christopher Plowe
1477688	127853	['Enrico Tiacci', 'Vladimir Trifonov', 'Gianluca Schiavoni', 'Antony Holmes', 'Wolfgang Kern', 'Maria Paola Martelli', 'Alessandra Pucciarini', 'Barbara Bigerna', 'Roberta Pacini', 'Victoria A. Wells', 'Paolo Sportoletti', 'Valentina Pettirossi', 'Roberta Mannucci', 'Oliver Elliott', 'Arcangelo Liso', 'Achille Ambrosetti', 'Alessandro Pulsoni', 'Francesco Forconi', 'Livio Trentin', 'Gianpietro Semenzato', 'Giorgio Inghirami', 'Monia Capponi', 'Francesco Di Raimondo', 'Caterina Patti', 'Luca Arcaini', 'Pellegrino Musto', 'Stefano Pileri', 'Claudia Haferlach', 'Susanne Schnittger', 'Giovanni Pizzolo', 'Robin Foà', 'Laurent Farinelli', 'Torsten Haferlach', 'Laura Pasqualucci', 'Raul Rabadan', 'Brunangelo Falini', 'Tiacci E', 'Trifonov V', 'Schiavoni G', 'Holmes A', 'Kern W', 'Martelli MP', 'Pucciarini A', 'Bigerna B', 'Pacini R', 'Wells VA', 'Sportoletti P', 'Pettirossi V', 'Mannucci R', 'Elliott O', 'Liso A', 'Ambrosetti A', 'Pulsoni A', 'Forconi F', 'Trentin L', 'Semenzato G', 'Inghirami G', 'Capponi M', 'Di Raimondo F', 'Patti C', 'Arcaini L', 'Musto P', 'Pileri S', 'Haferlach C', 'Schnittger S', 'Pizzolo G', 'Foà R', 'Farinelli L', 'Haferlach T', 'Pasqualucci L', 'Rabadan R', 'Falini B']	New England Journal of Medicine	article	10.1056/nejmoa1014209	42.41	2011-06-11T00:00:00+00:00	2011	6	24	12	1	0.648648648648649	0.324324324324324	0.027027027027027	37	female	0.98			firstlast	Maria Paola, Enrico Tiacci, Vladimir Trifonov, Gianluca Schiavoni, Antony Holmes, Wolfgang Kern, Martelli M, Alessandra Pucciarini, Barbara Bigerna, Roberta Pacini, Victoria Wells, Paolo Sportoletti, Valentina Pettirossi, Roberta Mannucci, Oliver Elliott, Arcangelo Liso, Achille Ambrosetti, Alessandro Pulsoni, Francesco Forconi, Livio Trentin, Gianpietro Semenzato, Giorgio Inghirami, Monia Capponi, Francesco Di, Caterina Patti, Luca Arcaini, Pellegrino Musto, Stefano Pileri, Claudia Haferlach, Susanne Schnittger, Giovanni Pizzolo, Robin Foà, Laurent Farinelli, Torsten Haferlach, Laura Pasqualucci, Raul Rabadan, Brunangelo Falini
1477789	2737621	['Rowan T Chlebowski', 'Kathy Pan']	New England Journal of Medicine	article	10.1056/nejmc1409366#sa2	0.25	2014-10-02T00:00:00+00:00	2014	10	1	1	0	0.5	0.5	0	2	male	0.69	female	0.98	firstlast	Rowan Chlebowski, Kathy Pan
1481611	385697	['Joseph G. Ouslander', 'Robert A. Berenson', 'Ouslander, Joseph G.', 'Berenson, Robert A.']	New England Journal of Medicine	article	10.1056/nejmp1105449	55.6	2011-09-29T00:00:00+00:00	2011	9	2	0	0	1	0	0	2	male	0.99	male	0.99	firstlast	Joseph Ouslander, Robert Berenson
1489758	503407	['Robert Schwartz']	New England Journal of Medicine	article	10.1056/nejmp1111377	14.842	2011-12-22T00:00:00+00:00	2011	12	1	0	0	1	0	0	1	male	0.99	male	0.99	firstlast	Robert Schwartz
1491652	3389975	['Andrew S Brock', 'Jennifer L Cook', 'Nathaniel Ranney', 'Don C Rockey']	New England Journal of Medicine	article	10.1056/nejmcps1302223	22.958	2015-02-05T00:00:00+00:00	2015	2	3	1	0	0.75	0.25	0	4	male	0.99	male	0.98	firstlast	Andrew Brock, Jennifer Cook, Nathaniel Ranney, Don Rockey
1495438	2488110	['Dmitry M. Kissin', 'Denise J. Jamieson', 'Wanda D. Barfield', 'Kissin DM', 'Jamieson DJ', 'Barfield WD', 'Kissin, Dmitry M.', 'Jamieson, Denise J.', 'Barfield, Wanda D.']	New England Journal of Medicine	article	10.1056/nejmc1404371	6	2014-07-03T00:00:00+00:00	2014	7	1	2	0	0.333333333333333	0.666666666666667	0	3	male	1	female	0.95	firstlast	Dmitry Kissin, Denise Jamieson, Wanda Barfield
1501493	20738576	['Masuda, Norikazu', 'Lee, Soo-Jung', 'Ohtani, Shoichiro', 'Im, Young-Hyuck', 'Lee, Eun-Sook', 'Yokota, Isao', 'Kuroi, Katsumasa', 'Im, Seock-Ah', 'Park, Byeong-Woo', 'Kim, Sung-Bae', 'Yanagita, Yasuhiro', 'Ohno, Shinji', 'Takao, Shintaro', 'Aogi, Kenjiro', 'Iwata, Hiroji', 'Jeong, Joon', 'Kim, Aeree', 'Park, Kyong-Hwa', 'Sasano, Hironobu', 'Ohashi, Yasuo', 'Toi, Masakazu', 'Norikazu Masuda', 'Soo-Jung Lee', 'Shoichiro Ohtani', 'Young-Hyuck Im', 'Eun-Sook Lee', 'Isao Yokota', 'Katsumasa Kuroi', 'Seock-Ah Im', 'Byeong-Woo Park', 'Sung-Bae Kim', 'Yasuhiro Yanagita', 'Shinji Ohno', 'Shintaro Takao', 'Kenjiro Aogi', 'Hiroji Iwata', 'Joon Jeong', 'Aeree Kim', 'Kyong-Hwa Park', 'Hironobu Sasano', 'Yasuo Ohashi', 'Masakazu Toi']	New England Journal of Medicine	article	10.1056/nejmoa1612645	168.25	2017-06-01T00:00:00+00:00	2017	6	1	0	20	0.0476190476190476	0	0.952380952380952	21					unknown	Masuda Norikazu, Lee Soo-Jung, Ohtani Shoichiro, Im Young-Hyuck, Lee Eun-Sook, Yokota Isao, Kuroi Katsumasa, Im Seock-Ah, Park Byeong-Woo, Kim Sung-Bae, Yanagita Yasuhiro, Ohno Shinji, Takao Shintaro, Aogi Kenjiro, Iwata Hiroji, Jeong Joon, Kim Aeree, Park Kyong-Hwa, Sasano Hironobu, Ohashi Yasuo, Toi Masakazu
1507208	3999487	['Atul Verma', 'Chen-yang Jiang', 'Timothy R. Betts', 'Jian Chen', 'Isabel Deisenhofer', 'Roberto Mantovan', 'Laurent Macle', 'Carlos A. Morillo', 'Wilhelm Haverkamp', 'Rukshen Weerasooriya', 'Jean-Paul Albenque', 'Stefano Nardi', 'Endrj Menardi', 'Paul Novak', 'Prashanthan Sanders']	New England Journal of Medicine	article	10.1056/nejmoa1408288%20-%20t=abstract	1.85	2015-05-07T00:00:00+00:00	2015	5	13	2	0	0.866666666666667	0.133333333333333	0	15	male	0.99	male	1	firstlast	Atul Verma, Chen-yang Jiang, Timothy Betts, Jian Chen, Isabel Deisenhofer, Roberto Mantovan, Laurent Macle, Carlos Morillo, Wilhelm Haverkamp, Rukshen Weerasooriya, Jean-Paul Albenque, Stefano Nardi, Endrj Menardi, Paul Novak, Prashanthan Sanders
1511067	1887918	['Carrie L. Williams', 'Kathryn J. Bunch', 'Charles A. Stiller', 'Michael F.G. Murphy', 'Beverley J. Botting', 'W. Hamish Wallace', 'Melanie Davies', 'Alastair G. Sutcliffe', 'Williams CL', 'Bunch KJ', 'Stiller CA', 'Murphy MF', 'Botting BJ', 'Wallace WH', 'Davies M', 'Sutcliffe AG']	New England Journal of Medicine	article	10.1056/nejmoa1301675	185.058	2013-11-07T00:00:00+00:00	2013	11	3	4	2	0.333333333333333	0.444444444444444	0.222222222222222	9					firstlast	W Hamish, Carrie Williams, Kathryn Bunch, Charles Stiller, Michael Murphy, Beverley Botting, Wallace W, Melanie Davies, Alastair Sutcliffe
1511700	3716727	['Mary T. Bassett', 'Bassett MT', 'Bassett, Mary T.']	New England Journal of Medicine	article	10.1056/nejmp1500529	183.188	2015-02-18T00:00:00+00:00	2015	2	0	1	0	0	1	0	1	female	0.99	female	0.99	firstlast	Mary Bassett
1516120	486205	['Christopher Dye']	New England Journal of Medicine	article	10.1056/nejme1111859	0.5	2011-12-08T00:00:00+00:00	2011	12	1	0	0	1	0	0	1	male	0.99	male	0.99	firstlast	Christopher Dye
1516332	2466115	['Muhammad F Dawwas']	New England Journal of Medicine	article	10.1056/nejmc1405329#sa1	0.25	2014-06-26T00:00:00+00:00	2014	6	1	0	0	1	0	0	1	male	0.99	male	0.99	firstlast	Muhammad Dawwas
1520433	856603	['Udo Hoffmann', 'Quynh A. Truong', 'David A. Schoenfeld', 'Eric T. Chou', 'Pamela K. Woodard', 'John T. Nagurney', 'J. Hector Pope', 'Thomas H. Hauser', 'Charles S. White', 'Scott G. Weiner', 'Shant Kalanjian', 'Michael E. Mullins', 'Issam Mikati', 'W. Frank Peacock', 'Pearl Zakroysky', 'Douglas Hayden', 'Alexander Goehler', 'Hang Lee', 'G. Scott Gazelle', 'Stephen D. Wiviott', 'Jerome L. Fleg', 'James E. Udelson', 'Hoffmann U', 'Truong QA', 'Schoenfeld DA', 'Chou ET', 'Woodard PK', 'Nagurney JT', 'Pope JH', 'Hauser TH', 'White CS', 'Weiner SG', 'Kalanjian S', 'Mullins ME', 'Mikati I', 'Peacock WF', 'Zakroysky P', 'Hayden D', 'Goehler A', 'Lee H', 'Gazelle GS', 'Wiviott SD', 'Fleg JL', 'Udelson JE', 'Hoffmann, Udo', 'Truong, Quynh A.', 'Schoenfeld, David A.', 'Chou, Eric T.', 'Woodard, Pamela K.', 'Nagurney, John T.', 'Pope, J. Hector', 'Hauser, Thomas H.', 'White, Charles S.', 'Weiner, Scott G.', 'Kalanjian, Shant', 'Mullins, Michael E.', 'Mikati, Issam', 'Peacock, W. Frank', 'Zakroysky, Pearl', 'Hayden, Douglas', 'Goehler, Alexander', 'Lee, Hang', 'Gazelle, G. Scott', 'Wiviott, Stephen D.', 'Fleg, Jerome L.', 'Udelson, James E.']	New England Journal of Medicine	article	10.1056/nejmoa1201161	141.484	2012-07-26T00:00:00+00:00	2012	7	0	0	26	0	0	1	26					nofirstname	J Hector, W Frank, Pope J, Peacock W, Udo Hoffmann, Quynh Truong, David Schoenfeld, Eric Chou, Pamela Woodard, John Nagurney, Pope Hector, Thomas Hauser, Charles White, Scott Weiner, Shant Kalanjian, Michael Mullins, Issam Mikati, Peacock Frank, Pearl Zakroysky, Douglas Hayden, Alexander Goehler, Hang Lee, Gazelle Gazelle, Stephen Wiviott, Jerome Fleg, James Udelson
1521125	16041140	['Armstrong, Katrina', 'Anderson, Mark E.', 'Carethers, John M.', 'Loscalzo, Joseph', 'Parmacek, Michael S.', 'Wachter, Robert M.', 'Zeidel, Mark L.', 'Katrina Armstrong', 'Mark E. Anderson', 'John M. Carethers', 'Joseph Loscalzo', 'Michael S. Parmacek', 'Robert M. Wachter', 'Mark L. Zeidel']	New England Journal of Medicine	article	10.1056/nejmp1701339	1015.544	2017-02-02T22:01:36+00:00	2017	2	4	1	2	0.571428571428571	0.142857142857143	0.285714285714286	7	male	0.97	female	1	firstlast	Armstrong Katrina, Anderson Mark, Carethers John, Loscalzo Joseph, Parmacek Michael, Wachter Robert, Zeidel Mark
1525495	814334	['Paul J. Clark', 'Andrew J. Muir', 'Clark PJ', 'Muir AJ', 'Clark, Paul J.', 'Muir, Andrew J.']	New England Journal of Medicine	article	10.1056/nejmp1202608	30.6	2012-06-28T00:00:00+00:00	2012	6	2	0	0	1	0	0	2	male	0.99	male	0.99	firstlast	Paul Clark, Andrew Muir
1526253	12010856	['Stempel, David A', 'Yeakey, Anne M', 'Pascoe, Steven J']	New England Journal of Medicine	article	10.1056/nejmc1608323	9.5	2016-09-15T00:00:00+00:00	2016	9	2	1	0	0.666666666666667	0.333333333333333	0	3	male	0.99	male	0.99	lastfirst	Stempel David, Yeakey Anne, Pascoe Steven
1530678	653558	['Richard C. Cabot', 'Nancy Lee Harris', 'Jo-Anne O. Shepard', 'Eric S. Rosenberg', 'Alice M. Cort', 'Sally H. Ebeling', 'Christine C. Peters', 'Darrell N. Kotton', 'Victorine V. Muse', 'Michiya Nishino']	New England Journal of Medicine	article	10.1056/nejmcpc1109274	1.75	2012-01-19T00:00:00+00:00	2012	1	4	6	0	0.4	0.6	0	10	male	0.99	male	0.97	firstlast	Richard Cabot, Nancy Lee, Jo-Anne Shepard, Eric Rosenberg, Alice Cort, Sally Ebeling, Christine Peters, Darrell Kotton, Victorine Muse, Michiya Nishino
1536367	980242	['Heather C. Mefford']	New England Journal of Medicine	article	10.1056/nejme1211659	18.5	2012-10-03T00:00:00+00:00	2012	10	0	1	0	0	1	0	1	female	0.98	female	0.98	firstlast	Heather Mefford
1543119	3937344	['David, William S']	New England Journal of Medicine	article	10.1056/nejmc1502189	0.25	2015-04-24T22:08:01+00:00	2015	4	1	0	0	1	0	0	1	male	0.99	male	0.99	firstlast	David William S
1543317	6660369	['Oberlander, Jonathan', 'Jonathan Oberlander']	New England Journal of Medicine	article	10.1056/nejmp1602009	213.224	2016-04-14T00:00:00+00:00	2016	4	1	0	0	1	0	0	1	male	0.99	male	0.99	lastfirst	Oberlander Jonathan
1544935	3029882	['Christopher E Brightling', 'Ian D Pavord', 'Mona Bafadhel', 'Brightling CE', 'Pavord ID', 'Bafadhel M']	New England Journal of Medicine	article	10.1056/nejmc1413308#sa3	0.25	2015-01-01T00:00:00+00:00	2015	1	2	1	0	0.666666666666667	0.333333333333333	0	3	male	0.99	female	0.97	firstlast	Christopher Brightling, Ian Pavord, Mona Bafadhel
1547533	1675715	['Satoshi Kutsuna', 'Kayoko Hayakawa']	New England Journal of Medicine	article	10.1056/nejmicm1303608	27.7	2013-08-08T00:00:00+00:00	2013	8	1	1	0	0.5	0.5	0	2	male	1	female	0.97	firstlast	Satoshi Kutsuna, Kayoko Hayakawa
1548203	1134683	['Timothy Stoltzfus Jost']	New England Journal of Medicine	article	10.1056/nejmp1214605	51.528	2012-12-19T00:00:00+00:00	2012	12	1	0	0	1	0	0	1	male	0.99	male	0.99	firstlast	Timothy Stoltzfus Jost
1550094	3069655	['Yusuf S', 'Burgner, David', 'Cheung, Michael', 'Sabin, Matthew A']	New England Journal of Medicine	article	10.1056/nejmc1412846	0.75	2015-01-15T00:00:00+00:00	2015	1	3	0	1	0.75	0	0.25	4			male	1	lastfirst	Yusuf S, Burgner David, Cheung Michael, Sabin Matthew
1550398	832295	['Batchelor TT', 'Sorensen AG', 'Louis DN']	New England Journal of Medicine	article	10.1056/nejmcpc1111574	2	2012-06-02T00:00:00+00:00	2012	6	0	0	3	0	0	1	3					nofirstname	Batchelor T, Sorensen A, Louis D
1551070	923550	['Richard C. Cabot', 'Nancy Lee Harris', 'Eric S. Rosenberg', 'Jo-Anne O. Shepard', 'Alice M. Cort', 'Sally H. Ebeling', 'Emily K. McDonald', 'Thomas N. Byrne', 'Steven Jay Isakoff', 'Sandra P. Rincon', 'Thomas M. Gudewicz', 'Byrne TN', 'Isakoff SJ', 'Rincon SP', 'Gudewicz TM']	New England Journal of Medicine	article	10.1056/nejmcpc1114036	3.75	2012-08-30T00:00:00+00:00	2012	8	5	6	1	0.416666666666667	0.5	0.0833333333333333	12	male	0.99			firstlast	Richard Cabot, Nancy Lee, Eric Rosenberg, Jo-Anne Shepard, Alice Cort, Sally Ebeling, Emily McDonald, Steven Jay, Thomas Byrne, Isakoff S, Sandra Rincon, Thomas Gudewicz
1553622	1500690	['Yi-Ju Liao', 'Tien-Chen Liu']	New England Journal of Medicine	article	10.1056/nejmicm1205007	18.8	2013-05-23T00:00:00+00:00	2013	5	1	0	1	0.5	0	0.5	2			male	0.62	firstlast	Yi-Ju Liao, Tien-Chen Liu
1555842	219205	['George J. Annas', 'Wendy K. Mariner']	New England Journal of Medicine	article	10.1056/nejmp1102915	3.1	2011-04-28T00:00:00+00:00	2011	4	1	1	0	0.5	0.5	0	2	male	0.98	female	0.97	firstlast	George Annas, Wendy Mariner
1556328	34964339	['Steensma, David P.', 'Ebert, Benjamin L.', 'David P. Steensma', 'Benjamin L. Ebert']	New England Journal of Medicine	article	10.1056/nejme1802610	121.9	2018-03-29T00:00:00+00:00	2018	3	2	0	0	1	0	0	2	male	0.99	male	0.96	firstlast	Steensma David, Ebert Benjamin
1559875	585718	['Johnny Ludvigsson', 'David Krisky', 'Rosaura Casas', 'Tadej Battelino', 'Luis Castaño', 'James Greening', 'Olga Kordonouri', 'Timo Otonkoski', 'Paolo Pozzilli', 'Jean-Jacques Robert', 'Henk J. Veeze', 'Jerry Palmer', 'Ludvigsson, Johnny', 'Krisky, David', 'Casas, Rosaura', 'Battelino, Tadej', 'Castaño, Luis', 'Greening, James', 'Kordonouri, Olga', 'Otonkoski, Timo', 'Pozzilli, Paolo', 'Robert, Jean-Jacques', 'Veeze, Henk J.', 'Palmer, Jerry']	New England Journal of Medicine	article	10.1056/nejmoa1107096	15.1	2012-02-02T00:00:00+00:00	2012	2	10	2	0	0.833333333333333	0.166666666666667	0	12	male	0.99	male	0.97	firstlast	Johnny Ludvigsson, David Krisky, Rosaura Casas, Tadej Battelino, Luis Castaño, James Greening, Olga Kordonouri, Timo Otonkoski, Paolo Pozzilli, Jean-Jacques Robert, Henk Veeze, Jerry Palmer
1569323	2202928	['Elizabeth G. Phimister', 'Stefan Neubauer', 'Charles Redwood']	New England Journal of Medicine	article	10.1056/nejmcibr1315508	20.15	2014-03-20T00:00:00+00:00	2014	3	2	1	0	0.666666666666667	0.333333333333333	0	3	female	0.99	male	0.99	firstlast	Elizabeth Phimister, Stefan Neubauer, Charles Redwood
1570101	7150093	['Juan C. Cataño', 'Sara Isabel Gómez Villegas', 'Cataño, Juan C.', 'Cataño, Juan C', 'Gómez Villegas, Sara Isabel']	New England Journal of Medicine	article	10.1056/nejmicm1511213	51.15	2016-05-05T00:00:00+00:00	2016	5	1	1	0	0.5	0.5	0	2	male	0.98	female	0.98	firstlast	Juan Cataño, Sara Isabel
1571505	203412	['Hsiao-Kan Liu', 'Wen-Chau Chen']	New England Journal of Medicine	article	10.1056/nejmicm1006177	3	2011-05-05T00:00:00+00:00	2011	5	1	1	0	0.5	0.5	0	2	female	0.63	male	0.62	firstlast	Hsiao-Kan Liu, Wen-Chau Chen
1577616	42422718	['Douglas B. White', 'Derek C. Angus', 'Anne-Marie Shields', 'Praewpannarai Buddadhumaruk', 'Caroline Pidro', 'Cynthia Paner', 'Elizabeth Chaitin', 'Chung-Chou H. Chang', 'Francis Pike', 'Lisa Weissfeld', 'Jeremy M. Kahn', 'Joseph M. Darby', 'Amy Kowinsky', 'Susan Martin', 'Robert M. Arnold', 'White, Douglas B.', 'Angus, Derek C.', 'Shields, Anne-Marie', 'Buddadhumaruk, Praewpannarai', 'Pidro, Caroline', 'Paner, Cynthia', 'Chaitin, Elizabeth', 'Chang, Chung-Chou H.', 'Pike, Francis', 'Weissfeld, Lisa', 'Kahn, Jeremy M.', 'Darby, Joseph M.', 'Kowinsky, Amy', 'Martin, Susan', 'Arnold, Robert M.']	New England Journal of Medicine	article	10.1056/nejmoa1802637	350.44	2018-05-23T00:00:00+00:00	2018	5	6	8	1	0.4	0.533333333333333	0.0666666666666667	15	male	0.99	male	0.99	firstlast	Douglas White, Derek Angus, Anne-Marie Shields, Praewpannarai Buddadhumaruk, Caroline Pidro, Cynthia Paner, Elizabeth Chaitin, Chung-Chou Chang, Francis Pike, Lisa Weissfeld, Jeremy Kahn, Joseph Darby, Amy Kowinsky, Susan Martin, Robert Arnold
1577835	18547095	['Hoogendam, Jacob P.', 'Smink, Marieke', 'Jacob P. Hoogendam', 'Marieke Smink']	New England Journal of Medicine	article	10.1056/nejmicm1609983	33.9	2017-04-06T00:00:00+00:00	2017	4	1	1	0	0.5	0.5	0	2	male	0.99	female	0.98	lastfirst	Hoogendam Jacob, Smink Marieke
1580203	20044969	['Anglesio, Michael S.', 'Papadopoulos, Nickolas', 'Ayhan, Ayse', 'Nazeran, Tayyebeh M.', 'Noë, Michaël', 'Horlings, Hugo M.', 'Lum, Amy', 'Jones, Siân', 'Senz, Janine', 'Seckin, Tamer', 'Ho, Julie', 'Wu, Ren-Chin', 'Lac, Vivian', 'Ogawa, Hiroshi', 'Tessier-Cloutier, Basile', 'Alhassan, Rami', 'Wang, Amy', 'Wang, Yuxuan', 'Cohen, Joshua D.', 'Wong, Fontayne', 'Hasanovic, Adnan', 'Orr, Natasha', 'Zhang, Ming', 'Popoli, Maria', 'McMahon, Wyatt', 'Wood, Laura D.', 'Mattox, Austin', 'Allaire, Catherine', 'Segars, James', 'Williams, Christina', 'Tomasetti, Cristian', 'Boyd, Niki', 'Kinzler, Kenneth W.', 'Gilks, C. Blake', 'Diaz, Luis', 'Wang, Tian-Li', 'Vogelstein, Bert', 'Yong, Paul J.', 'Huntsman, David G.', 'Shih, Ie-Ming', 'Michael S. Anglesio', 'Nickolas Papadopoulos', 'Ayse Ayhan', 'Tayyebeh M. Nazeran', 'Michaël Noë', 'Hugo M. Horlings', 'Amy Lum', 'Siân Jones', 'Janine Senz', 'Tamer Seckin', 'Julie Ho', 'Ren-Chin Wu', 'Vivian Lac', 'Hiroshi Ogawa', 'Basile Tessier-Cloutier', 'Rami Alhassan', 'Amy Wang', 'Yuxuan Wang', 'Joshua D. Cohen', 'Fontayne Wong', 'Adnan Hasanovic', 'Natasha Orr', 'Ming Zhang', 'Maria Popoli', 'Wyatt McMahon', 'Laura D. Wood', 'Austin Mattox', 'Catherine Allaire', 'James Segars', 'Christina Williams', 'Cristian Tomasetti', 'Niki Boyd', 'Kenneth W. Kinzler', 'C. Blake Gilks', 'Luis Diaz', 'Tian-Li Wang', 'Bert Vogelstein', 'Paul J. Yong', 'David G. Huntsman', 'Ie-Ming Shih']	New England Journal of Medicine	article	10.1056/nejmoa1614814	198.002	2017-05-11T00:00:00+00:00	2017	5	34	1	5	0.85	0.025	0.125	40	male	0.99	male	0.62	firstlast	Anglesio Michael, Papadopoulos Nickolas, Ayhan Ayse, Nazeran Tayyebeh, Noë Michaël, Horlings Hugo, Lum Amy, Jones Siân, Senz Janine, Seckin Tamer, Ho Julie, Wu Ren-Chin, Lac Vivian, Ogawa Hiroshi, Tessier-Cloutier Basile, Alhassan Rami, Wang Amy, Wang Yuxuan, Cohen Joshua, Wong Fontayne, Hasanovic Adnan, Orr Natasha, Zhang Ming, Popoli Maria, McMahon Wyatt, Wood Laura, Mattox Austin, Allaire Catherine, Segars James, Williams Christina, Tomasetti Cristian, Boyd Niki, Kinzler Kenneth, Gilks Blake, Diaz Luis, Wang Tian-Li, Vogelstein Bert, Yong Paul, Huntsman David, Shih Ie-Ming
1587790	2029938	['Valentin Goede', 'Kirsten Fischer', 'Raymonde Busch', 'Anja Engelke', 'Barbara Eichhorst', 'Clemens M. Wendtner', 'Tatiana Chagorova', 'Javier de la Serna', 'Marie-Sarah Dilhuydy', 'Thomas Illmer', 'Stephen Opat', 'Carolyn J. Owen', 'Olga Samoylova', 'Karl-Anton Kreuzer', 'Stephan Stilgenbauer', 'Hartmut Döhner', 'Anton W. Langerak', 'Matthias Ritgen', 'Michael Kneba', 'Elina Asikanius', 'Kathryn Humphrey', 'Michael Wenger', 'Michael Hallek', 'Goede V', 'Fischer K', 'Busch R', 'Engelke A', 'Eichhorst B', 'Wendtner CM', 'Chagorova T', 'de la Serna J', 'Dilhuydy MS', 'Illmer T', 'Opat S', 'Owen CJ', 'Samoylova O', 'Kreuzer KA', 'Stilgenbauer S', 'Döhner H', 'Langerak AW', 'Ritgen M', 'Kneba M', 'Asikanius E', 'Humphrey K', 'Wenger M', 'Hallek M', 'Goede, Valentin', 'Fischer, Kirsten', 'Busch, Raymonde', 'Engelke, Anja', 'Eichhorst, Barbara', 'Wendtner, Clemens M.', 'Chagorova, Tatiana', 'de la Serna, Javier', 'Dilhuydy, Marie-Sarah', 'Illmer, Thomas', 'Opat, Stephen', 'Owen, Carolyn J.', 'Samoylova, Olga', 'Kreuzer, Karl-Anton', 'Stilgenbauer, Stephan', 'Döhner, Hartmut', 'Langerak, Anton W.', 'Ritgen, Matthias', 'Kneba, Michael', 'Asikanius, Elina', 'Humphrey, Kathryn', 'Wenger, Michael', 'Hallek, Michael']	New England Journal of Medicine	article	10.1056/nejmoa1313984	137.124	2014-01-08T00:00:00+00:00	2014	1	13	10	0	0.565217391304348	0.434782608695652	0	23	male	0.99	male	0.99	firstlast	Valentin Goede, Kirsten Fischer, Raymonde Busch, Anja Engelke, Barbara Eichhorst, Clemens Wendtner, Tatiana Chagorova, Javier dela, Marie-Sarah Dilhuydy, Thomas Illmer, Stephen Opat, Carolyn Owen, Olga Samoylova, Karl-Anton Kreuzer, Stephan Stilgenbauer, Hartmut Döhner, Anton Langerak, Matthias Ritgen, Michael Kneba, Elina Asikanius, Kathryn Humphrey, Michael Wenger, Michael Hallek
1588576	21406723	['Fujiwara, Yasuhiro', 'Ono, Shunsuke']	New England Journal of Medicine	article	10.1056/nejmc1705868	9.25	2017-06-29T00:00:00+00:00	2017	6	2	0	0	1	0	0	2	male	1	male	1	lastfirst	Fujiwara Yasuhiro, Ono Shunsuke
